,age,length_of_service,clusters
28358,42,12,0
28359,43,13,0
28360,34,4,2
28361,35,5,2
28362,36,6,0
28363,37,7,0
28364,38,8,0
28365,39,9,0
28366,40,10,0
28367,41,11,0
28368,42,12,0
28369,43,13,0
28370,34,4,2
28371,35,5,2
28372,36,6,0
28373,37,7,0
28374,38,8,0
28375,39,9,0
28376,40,10,0
28377,41,11,0
28378,42,12,0
28379,43,13,0
28380,34,4,2
28381,35,5,2
28382,36,6,0
28383,37,7,0
28384,38,8,0
28385,39,9,0
28386,40,10,0
28387,41,11,0
28388,42,12,0
28389,43,13,0
28390,34,4,2
28391,35,5,2
28392,36,6,0
28393,37,7,0
28394,38,8,0
28395,39,9,0
28396,40,10,0
28397,41,11,0
28398,42,12,0
28399,43,13,0
28400,34,4,2
28401,35,5,2
28402,36,6,0
28403,37,7,0
28404,38,8,0
28405,39,9,0
28406,40,10,0
28407,41,11,0
28408,42,12,0
28409,43,13,0
28410,34,4,2
28411,35,5,2
28412,36,6,0
28413,37,7,0
28414,38,8,0
28415,39,9,0
28416,40,10,0
28417,41,11,0
28418,42,12,0
28419,43,13,0
28420,34,4,2
28421,35,5,2
28422,36,6,0
28423,37,7,0
28424,38,8,0
28425,39,9,0
28426,40,10,0
28427,41,11,0
28428,42,12,0
28429,43,13,0
28430,34,4,2
28431,35,5,2
28432,36,6,0
28433,37,7,0
28434,38,8,0
28435,39,9,0
28436,40,10,0
28437,41,11,0
28438,42,12,0
28439,43,13,0
28440,34,4,2
28441,35,5,2
28442,36,6,0
28443,37,7,0
28444,38,8,0
28445,39,9,0
28446,40,10,0
28447,41,11,0
28448,42,12,0
28449,43,13,0
28450,34,4,2
28451,35,5,2
28452,36,6,0
28453,37,7,0
28454,38,8,0
28455,39,9,0
28456,40,10,0
28457,41,11,0
28458,42,12,0
28459,43,13,0
28460,33,4,2
28461,34,5,2
28462,35,6,2
28463,36,7,0
28464,37,8,0
28465,38,9,0
28466,39,10,0
28467,40,11,0
28468,41,12,0
28469,42,13,0
28470,33,4,2
28471,34,5,2
28472,35,6,2
28473,36,7,0
28474,37,8,0
28475,38,9,0
28476,39,10,0
28477,40,11,0
28478,41,12,0
28479,42,13,0
28480,33,4,2
28481,34,5,2
28482,33,4,2
28483,34,5,2
28484,35,6,2
28485,36,7,0
28486,37,8,0
28487,38,9,0
28488,39,10,0
28489,40,11,0
28490,41,12,0
28491,42,13,0
28492,33,4,2
28493,34,5,2
28494,35,6,2
28495,36,7,0
28496,37,8,0
28497,38,9,0
28498,39,10,0
28499,40,11,0
28500,41,12,0
28501,42,13,0
28502,33,4,2
28503,34,5,2
28504,35,6,2
28505,36,7,0
28506,37,8,0
28507,38,9,0
28508,39,10,0
28509,40,11,0
28510,41,12,0
28511,42,13,0
28512,33,4,2
28513,34,5,2
28514,35,6,2
28515,36,7,0
28516,37,8,0
28517,38,9,0
28518,39,10,0
28519,40,11,0
28520,41,12,0
28521,42,13,0
28522,33,4,2
28523,34,5,2
28524,35,6,2
28525,36,7,0
28526,37,8,0
28527,38,9,0
28528,39,10,0
28529,40,11,0
28530,41,12,0
28531,42,13,0
28532,33,4,2
28533,34,5,2
28534,35,6,2
28535,36,7,0
28536,37,8,0
28537,38,9,0
28538,39,10,0
28539,40,11,0
28540,41,12,0
28541,42,13,0
28542,33,4,2
28543,34,5,2
28544,35,6,2
28545,36,7,0
28546,37,8,0
28547,38,9,0
28548,39,10,0
28549,40,11,0
28550,41,12,0
28551,42,13,0
28552,33,4,2
28553,34,5,2
28554,35,6,2
28555,36,7,0
28556,37,8,0
28557,38,9,0
28558,39,10,0
28559,40,11,0
28560,41,12,0
28561,42,13,0
28562,33,4,2
28563,34,5,2
28564,35,6,2
28565,36,7,0
28566,37,8,0
28567,38,9,0
28568,39,10,0
28569,40,11,0
28570,41,12,0
28571,42,13,0
28572,33,4,2
28573,34,5,2
28574,35,6,2
28575,36,7,0
28576,37,8,0
28577,38,9,0
28578,39,10,0
28579,40,11,0
28580,41,12,0
28581,42,13,0
28582,33,4,2
28583,34,5,2
28584,35,6,2
28585,36,7,0
28586,37,8,0
28587,38,9,0
28588,39,10,0
28589,40,11,0
28590,41,12,0
28591,42,13,0
28592,33,4,2
28593,34,5,2
28594,35,6,2
28595,36,7,0
28596,37,8,0
28597,38,9,0
28598,39,10,0
28599,40,11,0
28600,41,12,0
28601,42,13,0
28602,33,4,2
28603,34,5,2
28604,35,6,2
28605,36,7,0
28606,37,8,0
28607,38,9,0
28608,39,10,0
28609,40,11,0
28610,41,12,0
28611,42,13,0
28612,33,4,2
28613,34,5,2
28614,35,6,2
28615,36,7,0
28616,37,8,0
28617,38,9,0
28618,39,10,0
28619,40,11,0
28620,41,12,0
28621,42,13,0
28622,33,4,2
28623,34,5,2
28624,35,6,2
28625,36,7,0
28626,37,8,0
28627,38,9,0
28628,39,10,0
28629,40,11,0
28630,41,12,0
28631,42,13,0
28632,33,4,2
28633,34,5,2
28634,35,6,2
28635,36,7,0
28636,37,8,0
28637,38,9,0
28638,39,10,0
28639,40,11,0
28640,41,12,0
28641,42,13,0
28642,33,4,2
28643,34,5,2
28644,35,6,2
28645,36,7,0
28646,37,8,0
28647,38,9,0
28648,39,10,0
28649,40,11,0
28650,41,12,0
28651,42,13,0
28652,33,4,2
28653,34,5,2
28654,35,6,2
28655,36,7,0
28656,37,8,0
28657,38,9,0
28658,39,10,0
28659,40,11,0
28660,41,12,0
28661,42,13,0
28662,33,4,2
28663,34,5,2
28664,35,6,2
28665,36,7,0
28666,37,8,0
28667,38,9,0
28668,39,10,0
28669,40,11,0
28670,41,12,0
28671,42,13,0
28672,33,4,2
28673,34,5,2
28674,35,6,2
28675,36,7,0
28676,37,8,0
28677,38,9,0
28678,39,10,0
28679,40,11,0
28680,41,12,0
28681,42,13,0
28682,33,4,2
28683,34,5,2
28684,35,6,2
28685,36,7,0
28686,37,8,0
28687,38,9,0
28688,39,10,0
28689,40,11,0
28690,41,12,0
28691,42,13,0
28692,33,4,2
28693,34,5,2
28694,35,6,2
28695,36,7,0
28696,37,8,0
28697,38,9,0
28698,39,10,0
28699,40,11,0
28700,41,12,0
28701,42,13,0
28702,33,4,2
28703,34,5,2
28704,35,6,2
28705,36,7,0
28706,37,8,0
28707,38,9,0
28708,39,10,0
28709,40,11,0
28710,41,12,0
28711,42,13,0
28712,33,4,2
28713,34,5,2
28714,35,6,2
28715,36,7,0
28716,37,8,0
28717,38,9,0
28718,39,10,0
28719,40,11,0
28720,41,12,0
28721,42,13,0
28722,33,4,2
28723,34,5,2
28724,35,6,2
28725,36,7,0
28726,37,8,0
28727,38,9,0
28728,39,10,0
28729,40,11,0
28730,41,12,0
28731,42,13,0
28732,33,4,2
28733,34,5,2
28734,35,6,2
28735,36,7,0
28736,37,8,0
28737,38,9,0
28738,39,10,0
28739,40,11,0
28740,41,12,0
28741,42,13,0
28742,33,4,2
28743,34,5,2
28744,35,6,2
28745,36,7,0
28746,37,8,0
28747,38,9,0
28748,39,10,0
28749,40,11,0
28750,41,12,0
28751,42,13,0
28752,33,4,2
28753,34,5,2
28754,35,6,2
28755,36,7,0
28756,37,8,0
28757,38,9,0
28758,39,10,0
28759,40,11,0
28760,41,12,0
28761,42,13,0
28762,33,4,2
28763,34,5,2
28764,35,6,2
28765,36,7,0
28766,37,8,0
28767,38,9,0
28768,39,10,0
28769,40,11,0
28770,41,12,0
28771,42,13,0
28772,33,4,2
28773,34,5,2
28774,35,6,2
28775,36,7,0
28776,37,8,0
28777,38,9,0
28778,39,10,0
28779,40,11,0
28780,41,12,0
28781,42,13,0
28782,33,4,2
28783,34,5,2
28784,35,6,2
28785,36,7,0
28786,37,8,0
28787,38,9,0
28788,39,10,0
28789,40,11,0
28790,41,12,0
28791,42,13,0
28792,33,4,2
28793,34,5,2
28794,35,6,2
28795,36,7,0
28796,37,8,0
28797,38,9,0
28798,39,10,0
28799,40,11,0
28800,41,12,0
28801,42,13,0
28802,33,4,2
28803,34,5,2
28804,35,6,2
28805,36,7,0
28806,33,4,2
28807,33,4,2
28808,34,5,2
28809,35,6,2
28810,36,7,0
28811,37,8,0
28812,38,9,0
28813,39,10,0
28814,40,11,0
28815,41,12,0
28816,42,13,0
28817,33,4,2
28818,34,5,2
28819,35,6,2
28820,36,7,0
28821,37,8,0
28822,38,9,0
28823,39,10,0
28824,40,11,0
28825,41,12,0
28826,42,13,0
28827,33,4,2
28828,34,5,2
28829,35,6,2
28830,36,7,0
28831,37,8,0
28832,38,9,0
28833,39,10,0
28834,40,11,0
28835,41,12,0
28836,42,13,0
28837,33,4,2
28838,34,5,2
28839,35,6,2
28840,36,7,0
28841,37,8,0
28842,38,9,0
28843,39,10,0
28844,40,11,0
28845,41,12,0
28846,42,13,0
28847,33,4,2
28848,34,5,2
28849,35,6,2
28850,36,7,0
28851,37,8,0
28852,38,9,0
28853,39,10,0
28854,40,11,0
28855,41,12,0
28856,42,13,0
28857,33,4,2
28858,34,5,2
28859,35,6,2
28860,36,7,0
28861,37,8,0
28862,38,9,0
28863,39,10,0
28864,40,11,0
28865,41,12,0
28866,42,13,0
28867,33,4,2
28868,34,5,2
28869,35,6,2
28870,36,7,0
28871,37,8,0
28872,38,9,0
28873,39,10,0
28874,40,11,0
28875,41,12,0
28876,42,13,0
28877,33,4,2
28878,34,5,2
28879,35,6,2
28880,36,7,0
28881,37,8,0
28882,38,9,0
28883,39,10,0
28884,40,11,0
28885,41,12,0
28886,42,13,0
28887,33,4,2
28888,34,5,2
28889,35,6,2
28890,36,7,0
28891,37,8,0
28892,38,9,0
28893,39,10,0
28894,40,11,0
28895,41,12,0
28896,42,13,0
28897,33,4,2
28898,34,5,2
28899,35,6,2
28900,36,7,0
28901,37,8,0
28902,38,9,0
28903,39,10,0
28904,40,11,0
28905,41,12,0
28906,42,13,0
28907,33,4,2
28908,34,5,2
28909,35,6,2
28910,36,7,0
28911,37,8,0
28912,38,9,0
28913,39,10,0
28914,40,11,0
28915,41,12,0
28916,42,13,0
28917,33,4,2
28918,34,5,2
28919,35,6,2
28920,36,7,0
28921,37,8,0
28922,38,9,0
28923,39,10,0
28924,40,11,0
28925,33,4,2
28926,34,5,2
28927,35,6,2
28928,36,7,0
28929,37,8,0
28930,38,9,0
28931,33,4,2
28932,34,5,2
28933,35,6,2
28934,36,7,0
28935,37,8,0
28936,38,9,0
28937,39,10,0
28938,40,11,0
28939,41,12,0
28940,42,13,0
28941,33,4,2
28942,34,5,2
28943,35,6,2
28944,36,7,0
28945,37,8,0
28946,38,9,0
28947,39,10,0
28948,40,11,0
28949,41,12,0
28950,42,13,0
28951,33,4,2
28952,34,5,2
28953,35,6,2
28954,36,7,0
28955,37,8,0
28956,38,9,0
28957,39,10,0
28958,40,11,0
28959,41,12,0
28960,42,13,0
28961,33,4,2
28962,34,5,2
28963,35,6,2
28964,36,7,0
28965,37,8,0
28966,38,9,0
28967,39,10,0
28968,40,11,0
28969,41,12,0
28970,42,13,0
28971,33,4,2
28972,34,5,2
28973,35,6,2
28974,36,7,0
28975,37,8,0
28976,38,9,0
28977,39,10,0
28978,40,11,0
28979,41,12,0
28980,42,13,0
28981,33,4,2
28982,34,5,2
28983,35,6,2
28984,36,7,0
28985,37,8,0
28986,38,9,0
28987,39,10,0
28988,40,11,0
28989,33,4,2
28990,34,5,2
28991,35,6,2
28992,36,7,0
28993,37,8,0
28994,38,9,0
28995,39,10,0
28996,40,11,0
28997,41,12,0
28998,42,13,0
28999,33,4,2
29000,34,5,2
29001,35,6,2
29002,36,7,0
29003,37,8,0
29004,38,9,0
29005,39,10,0
29006,40,11,0
29007,41,12,0
29008,42,13,0
29009,33,4,2
29010,34,5,2
29011,35,6,2
29012,36,7,0
29013,37,8,0
29014,38,9,0
29015,39,10,0
29016,40,11,0
29017,41,12,0
29018,42,13,0
29019,33,4,2
29020,34,5,2
29021,35,6,2
29022,36,7,0
29023,37,8,0
29024,38,9,0
29025,39,10,0
29026,40,11,0
29027,41,12,0
29028,42,13,0
29029,33,4,2
29030,34,5,2
29031,35,6,2
29032,36,7,0
29033,37,8,0
29034,38,9,0
29035,39,10,0
29036,40,11,0
29037,41,12,0
29038,42,13,0
29039,33,4,2
29040,34,5,2
29041,35,6,2
29042,36,7,0
29043,37,8,0
29044,38,9,0
29045,39,10,0
29046,40,11,0
29047,41,12,0
29048,42,13,0
29049,33,4,2
29050,34,5,2
29051,35,6,2
29052,36,7,0
29053,37,8,0
29054,38,9,0
29055,39,10,0
29056,40,11,0
29057,41,12,0
29058,42,13,0
29059,33,4,2
29060,34,5,2
29061,35,6,2
29062,36,7,0
29063,37,8,0
29064,38,9,0
29065,39,10,0
29066,40,11,0
29067,41,12,0
29068,42,13,0
29069,33,4,2
29070,34,5,2
29071,35,6,2
29072,36,7,0
29073,37,8,0
29074,38,9,0
29075,39,10,0
29076,40,11,0
29077,41,12,0
29078,42,13,0
29079,33,4,2
29080,34,5,2
29081,35,6,2
29082,36,7,0
29083,37,8,0
29084,38,9,0
29085,39,10,0
29086,40,11,0
29087,41,12,0
29088,42,13,0
29089,33,4,2
29090,34,5,2
29091,35,6,2
29092,36,7,0
29093,37,8,0
29094,38,9,0
29095,39,10,0
29096,40,11,0
29097,41,12,0
29098,42,13,0
29099,33,4,2
29100,34,5,2
29101,35,6,2
29102,36,7,0
29103,37,8,0
29104,38,9,0
29105,39,10,0
29106,40,11,0
29107,41,12,0
29108,42,13,0
29109,33,4,2
29110,34,5,2
29111,35,6,2
29112,36,7,0
29113,37,8,0
29114,38,9,0
29115,39,10,0
29116,40,11,0
29117,41,12,0
29118,42,13,0
29119,33,4,2
29120,34,5,2
29121,35,6,2
29122,36,7,0
29123,37,8,0
29124,38,9,0
29125,39,10,0
29126,40,11,0
29127,41,12,0
29128,42,13,0
29129,33,4,2
29130,34,5,2
29131,35,6,2
29132,36,7,0
29133,37,8,0
29134,38,9,0
29135,39,10,0
29136,40,11,0
29137,41,12,0
29138,42,13,0
29139,33,4,2
29140,34,5,2
29141,35,6,2
29142,36,7,0
29143,37,8,0
29144,38,9,0
29145,39,10,0
29146,40,11,0
29147,41,12,0
29148,42,13,0
29149,33,4,2
29150,34,5,2
29151,35,6,2
29152,36,7,0
29153,37,8,0
29154,38,9,0
29155,39,10,0
29156,40,11,0
29157,41,12,0
29158,42,13,0
29159,33,4,2
29160,34,5,2
29161,35,6,2
29162,36,7,0
29163,37,8,0
29164,38,9,0
29165,39,10,0
29166,40,11,0
29167,41,12,0
29168,42,13,0
29169,33,4,2
29170,34,5,2
29171,35,6,2
29172,36,7,0
29173,37,8,0
29174,38,9,0
29175,39,10,0
29176,40,11,0
29177,41,12,0
29178,42,13,0
29179,33,4,2
29180,34,5,2
29181,35,6,2
29182,36,7,0
29183,37,8,0
29184,38,9,0
29185,39,10,0
29186,40,11,0
29187,41,12,0
29188,42,13,0
29189,33,4,2
29190,34,5,2
29191,35,6,2
29192,36,7,0
29193,37,8,0
29194,38,9,0
29195,39,10,0
29196,40,11,0
29197,41,12,0
29198,42,13,0
29199,33,4,2
29200,34,5,2
29201,35,6,2
29202,36,7,0
29203,37,8,0
29204,38,9,0
29205,39,10,0
29206,40,11,0
29207,41,12,0
29208,42,13,0
29209,33,4,2
29210,34,5,2
29211,35,6,2
29212,36,7,0
29213,37,8,0
29214,38,9,0
29215,39,10,0
29216,40,11,0
29217,41,12,0
29218,42,13,0
29219,33,4,2
29220,34,5,2
29221,35,6,2
29222,36,7,0
29223,37,8,0
29224,38,9,0
29225,39,10,0
29226,40,11,0
29227,41,12,0
29228,42,13,0
29229,33,4,2
29230,34,5,2
29231,35,6,2
29232,36,7,0
29233,37,8,0
29234,38,9,0
29235,39,10,0
29236,40,11,0
29237,41,12,0
29238,42,13,0
29239,33,4,2
29240,34,5,2
29241,35,6,2
29242,36,7,0
29243,37,8,0
29244,38,9,0
29245,39,10,0
29246,40,11,0
29247,41,12,0
29248,42,13,0
29249,33,4,2
29250,34,5,2
29251,35,6,2
29252,36,7,0
29253,37,8,0
29254,38,9,0
29255,39,10,0
29256,40,11,0
29257,41,12,0
29258,42,13,0
29259,33,4,2
29260,34,5,2
29261,35,6,2
29262,36,7,0
29263,37,8,0
29264,38,9,0
29265,39,10,0
29266,40,11,0
29267,41,12,0
29268,42,13,0
29269,33,4,2
29270,34,5,2
29271,35,6,2
29272,36,7,0
29273,37,8,0
29274,38,9,0
29275,39,10,0
29276,40,11,0
29277,41,12,0
29278,42,13,0
29279,33,4,2
29280,34,5,2
29281,35,6,2
29282,36,7,0
29283,37,8,0
29284,38,9,0
29285,39,10,0
29286,40,11,0
29287,41,12,0
29288,42,13,0
29289,33,4,2
29290,34,5,2
29291,35,6,2
29292,36,7,0
29293,37,8,0
29294,38,9,0
29295,39,10,0
29296,40,11,0
29297,41,12,0
29298,42,13,0
29299,33,4,2
29300,34,5,2
29301,35,6,2
29302,36,7,0
29303,37,8,0
29304,38,9,0
29305,39,10,0
29306,40,11,0
29307,41,12,0
29308,42,13,0
29309,33,4,2
29310,34,5,2
29311,35,6,2
29312,36,7,0
29313,37,8,0
29314,38,9,0
29315,39,10,0
29316,40,11,0
29317,41,12,0
29318,42,13,0
29319,33,4,2
29320,34,5,2
29321,35,6,2
29322,36,7,0
29323,37,8,0
29324,38,9,0
29325,39,10,0
29326,40,11,0
29327,41,12,0
29328,42,13,0
29329,33,4,2
29330,34,5,2
29331,35,6,2
29332,36,7,0
29333,37,8,0
29334,38,9,0
29335,39,10,0
29336,40,11,0
29337,41,12,0
29338,42,13,0
29339,33,4,2
29340,34,5,2
29341,35,6,2
29342,36,7,0
29343,37,8,0
29344,38,9,0
29345,39,10,0
29346,40,11,0
29347,41,12,0
29348,42,13,0
29349,33,4,2
29350,34,5,2
29351,35,6,2
29352,36,7,0
29353,37,8,0
29354,38,9,0
29355,39,10,0
29356,33,4,2
29357,34,5,2
29358,35,6,2
29359,36,7,0
29360,37,8,0
29361,38,9,0
29362,39,10,0
29363,40,11,0
29364,41,12,0
29365,42,13,0
29366,33,4,2
29367,34,5,2
29368,35,6,2
29369,36,7,0
29370,37,8,0
29371,38,9,0
29372,39,10,0
29373,40,11,0
29374,41,12,0
29375,42,13,0
29376,33,4,2
29377,34,5,2
29378,35,6,2
29379,36,7,0
29380,37,8,0
29381,38,9,0
29382,39,10,0
29383,40,11,0
29384,41,12,0
29385,42,13,0
29386,33,4,2
29387,34,5,2
29388,35,6,2
29389,36,7,0
29390,37,8,0
29391,38,9,0
29392,39,10,0
29393,40,11,0
29394,41,12,0
29395,42,13,0
29396,33,4,2
29397,34,5,2
29398,35,6,2
29399,36,7,0
29400,37,8,0
29401,38,9,0
29402,39,10,0
29403,40,11,0
29404,41,12,0
29405,42,13,0
29406,33,4,2
29407,34,5,2
29408,35,6,2
29409,36,7,0
29410,37,8,0
29411,38,9,0
29412,39,10,0
29413,40,11,0
29414,41,12,0
29415,42,13,0
29416,33,4,2
29417,34,5,2
29418,35,6,2
29419,36,7,0
29420,37,8,0
29421,38,9,0
29422,39,10,0
29423,40,11,0
29424,41,12,0
29425,42,13,0
29426,33,4,2
29427,34,5,2
29428,35,6,2
29429,36,7,0
29430,37,8,0
29431,38,9,0
29432,39,10,0
29433,40,11,0
29434,41,12,0
29435,42,13,0
29436,33,4,2
29437,34,5,2
29438,35,6,2
29439,36,7,0
29440,37,8,0
29441,38,9,0
29442,39,10,0
29443,40,11,0
29444,41,12,0
29445,42,13,0
29446,33,4,2
29447,34,5,2
29448,35,6,2
29449,36,7,0
29450,37,8,0
29451,38,9,0
29452,39,10,0
29453,40,11,0
29454,41,12,0
29455,42,13,0
29456,33,4,2
29457,34,5,2
29458,35,6,2
29459,36,7,0
29460,37,8,0
29461,38,9,0
29462,39,10,0
29463,40,11,0
29464,41,12,0
29465,42,13,0
29466,33,4,2
29467,34,5,2
29468,35,6,2
29469,36,7,0
29470,37,8,0
29471,38,9,0
29472,39,10,0
29473,40,11,0
29474,41,12,0
29475,42,13,0
29476,33,4,2
29477,34,5,2
29478,35,6,2
29479,36,7,0
29480,37,8,0
29481,38,9,0
29482,39,10,0
29483,40,11,0
29484,41,12,0
29485,42,13,0
29486,33,4,2
29487,34,5,2
29488,35,6,2
29489,36,7,0
29490,37,8,0
29491,38,9,0
29492,39,10,0
29493,40,11,0
29494,41,12,0
29495,42,13,0
29496,33,4,2
29497,34,5,2
29498,35,6,2
29499,36,7,0
29500,37,8,0
29501,38,9,0
29502,39,10,0
29503,40,11,0
29504,41,12,0
29505,42,13,0
29506,33,4,2
29507,34,5,2
29508,35,6,2
29509,36,7,0
29510,37,8,0
29511,38,9,0
29512,39,10,0
29513,40,11,0
29514,41,12,0
29515,42,13,0
29516,33,4,2
29517,34,5,2
29518,35,6,2
29519,36,7,0
29520,37,8,0
29521,38,9,0
29522,39,10,0
29523,40,11,0
29524,41,12,0
29525,42,13,0
29526,33,4,2
29527,34,5,2
29528,35,6,2
29529,36,7,0
29530,37,8,0
29531,38,9,0
29532,39,10,0
29533,40,11,0
29534,41,12,0
29535,42,13,0
29536,33,4,2
29537,34,5,2
29538,35,6,2
29539,36,7,0
29540,37,8,0
29541,38,9,0
29542,39,10,0
29543,40,11,0
29544,41,12,0
29545,42,13,0
29546,33,4,2
29547,34,5,2
29548,35,6,2
29549,36,7,0
29550,37,8,0
29551,38,9,0
29552,39,10,0
29553,40,11,0
29554,41,12,0
29555,42,13,0
29556,33,4,2
29557,34,5,2
29558,35,6,2
29559,36,7,0
29560,37,8,0
29561,38,9,0
29562,39,10,0
29563,40,11,0
29564,41,12,0
29565,42,13,0
29566,33,4,2
29567,34,5,2
29568,35,6,2
29569,36,7,0
29570,37,8,0
29571,38,9,0
29572,39,10,0
29573,40,11,0
29574,33,4,2
29575,34,5,2
29576,35,6,2
29577,36,7,0
29578,37,8,0
29579,38,9,0
29580,39,10,0
29581,40,11,0
29582,33,4,2
29583,34,5,2
29584,35,6,2
29585,36,7,0
29586,33,4,2
29587,34,5,2
29588,35,6,2
29589,36,7,0
29590,37,8,0
29591,38,9,0
29592,39,10,0
29593,40,11,0
29594,41,12,0
29595,42,13,0
29596,33,4,2
29597,34,5,2
29598,35,6,2
29599,36,7,0
29600,37,8,0
29601,38,9,0
29602,39,10,0
29603,40,11,0
29604,41,12,0
29605,42,13,0
29606,33,4,2
29607,34,5,2
29608,35,6,2
29609,36,7,0
29610,37,8,0
29611,38,9,0
29612,39,10,0
29613,40,11,0
29614,41,12,0
29615,42,13,0
29616,33,4,2
29617,34,5,2
29618,35,6,2
29619,36,7,0
29620,37,8,0
29621,38,9,0
29622,39,10,0
29623,40,11,0
29624,41,12,0
29625,42,13,0
29626,33,4,2
29627,34,5,2
29628,35,6,2
29629,36,7,0
29630,37,8,0
29631,38,9,0
29632,39,10,0
29633,40,11,0
29634,41,12,0
29635,42,13,0
29636,33,4,2
29637,34,5,2
29638,35,6,2
29639,36,7,0
29640,37,8,0
29641,38,9,0
29642,39,10,0
29643,40,11,0
29644,41,12,0
29645,42,13,0
29646,33,4,2
29647,34,5,2
29648,35,6,2
29649,36,7,0
29650,37,8,0
29651,38,9,0
29652,39,10,0
29653,40,11,0
29654,41,12,0
29655,42,13,0
29656,33,4,2
29657,34,5,2
29658,35,6,2
29659,36,7,0
29660,37,8,0
29661,38,9,0
29662,39,10,0
29663,40,11,0
29664,41,12,0
29665,42,13,0
29666,33,4,2
29667,34,5,2
29668,35,6,2
29669,36,7,0
29670,37,8,0
29671,38,9,0
29672,39,10,0
29673,40,11,0
29674,41,12,0
29675,42,13,0
29676,32,4,2
29677,33,5,2
29678,34,6,2
29679,35,7,0
29680,36,8,0
29681,37,9,0
29682,38,10,0
29683,39,11,0
29684,40,12,0
29685,41,13,0
29686,32,4,2
29687,33,5,2
29688,34,6,2
29689,35,7,0
29690,36,8,0
29691,37,9,0
29692,38,10,0
29693,39,11,0
29694,40,12,0
29695,41,13,0
29696,32,4,2
29697,33,5,2
29698,34,6,2
29699,35,7,0
29700,36,8,0
29701,37,9,0
29702,38,10,0
29703,39,11,0
29704,40,12,0
29705,41,13,0
29706,32,4,2
29707,33,5,2
29708,34,6,2
29709,35,7,0
29710,36,8,0
29711,37,9,0
29712,38,10,0
29713,39,11,0
29714,40,12,0
29715,41,13,0
29716,32,4,2
29717,33,5,2
29718,34,6,2
29719,35,7,0
29720,36,8,0
29721,37,9,0
29722,38,10,0
29723,39,11,0
29724,40,12,0
29725,41,13,0
29726,32,4,2
29727,33,5,2
29728,34,6,2
29729,35,7,0
29730,36,8,0
29731,37,9,0
29732,38,10,0
29733,39,11,0
29734,40,12,0
29735,41,13,0
29736,32,4,2
29737,33,5,2
29738,34,6,2
29739,35,7,0
29740,36,8,0
29741,37,9,0
29742,38,10,0
29743,39,11,0
29744,40,12,0
29745,41,13,0
29746,32,4,2
29747,33,5,2
29748,34,6,2
29749,35,7,0
29750,36,8,0
29751,37,9,0
29752,38,10,0
29753,39,11,0
29754,40,12,0
29755,41,13,0
29756,32,4,2
29757,33,5,2
29758,34,6,2
29759,35,7,0
29760,36,8,0
29761,37,9,0
29762,38,10,0
29763,39,11,0
29764,40,12,0
29765,41,13,0
29766,32,4,2
29767,33,5,2
29768,34,6,2
29769,35,7,0
29770,36,8,0
29771,37,9,0
29772,38,10,0
29773,39,11,0
29774,40,12,0
29775,41,13,0
29776,32,4,2
29777,33,5,2
29778,34,6,2
29779,35,7,0
29780,36,8,0
29781,32,4,2
29782,33,5,2
29783,34,6,2
29784,35,7,0
29785,36,8,0
29786,37,9,0
29787,38,10,0
29788,39,11,0
29789,40,12,0
29790,41,13,0
29791,32,4,2
29792,33,5,2
29793,34,6,2
29794,35,7,0
29795,36,8,0
29796,37,9,0
29797,38,10,0
29798,39,11,0
29799,40,12,0
29800,41,13,0
29801,32,4,2
29802,33,5,2
29803,34,6,2
29804,35,7,0
29805,36,8,0
29806,37,9,0
29807,38,10,0
29808,39,11,0
29809,40,12,0
29810,41,13,0
29811,32,4,2
29812,33,5,2
29813,34,6,2
29814,35,7,0
29815,36,8,0
29816,37,9,0
29817,38,10,0
29818,39,11,0
29819,40,12,0
29820,41,13,0
29821,32,4,2
29822,33,5,2
29823,34,6,2
29824,35,7,0
29825,36,8,0
29826,37,9,0
29827,38,10,0
29828,39,11,0
29829,40,12,0
29830,41,13,0
29831,32,4,2
29832,33,5,2
29833,34,6,2
29834,35,7,0
29835,36,8,0
29836,37,9,0
29837,38,10,0
29838,39,11,0
29839,40,12,0
29840,41,13,0
29841,32,4,2
29842,33,5,2
29843,34,6,2
29844,35,7,0
29845,36,8,0
29846,37,9,0
29847,38,10,0
29848,39,11,0
29849,40,12,0
29850,41,13,0
29851,32,4,2
29852,33,5,2
29853,34,6,2
29854,35,7,0
29855,36,8,0
29856,37,9,0
29857,38,10,0
29858,39,11,0
29859,40,12,0
29860,41,13,0
29861,32,4,2
29862,33,5,2
29863,34,6,2
29864,35,7,0
29865,36,8,0
29866,37,9,0
29867,38,10,0
29868,39,11,0
29869,40,12,0
29870,41,13,0
29871,32,4,2
29872,33,5,2
29873,34,6,2
29874,35,7,0
29875,36,8,0
29876,37,9,0
29877,38,10,0
29878,39,11,0
29879,40,12,0
29880,41,13,0
29881,32,4,2
29882,33,5,2
29883,34,6,2
29884,35,7,0
29885,36,8,0
29886,37,9,0
29887,38,10,0
29888,39,11,0
29889,40,12,0
29890,41,13,0
29891,32,4,2
29892,33,5,2
29893,34,6,2
29894,35,7,0
29895,36,8,0
29896,37,9,0
29897,38,10,0
29898,39,11,0
29899,40,12,0
29900,41,13,0
29901,32,4,2
29902,33,5,2
29903,34,6,2
29904,35,7,0
29905,36,8,0
29906,37,9,0
29907,38,10,0
29908,39,11,0
29909,40,12,0
29910,41,13,0
29911,32,4,2
